Gene	UniProtID	Name	GO_Term_ID	GO_Term_Name	Taxonomy_IDs	Taxonomy_Name
PLA2G10	UniProtKB:O15496	Group 10 secretory phospholipase A2	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
COPS2	UniProtKB:P61201	COP9 signalosome complex subunit 2	GO:0030182	neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|cell differentiation|developmental process|multicellular organismal process
HDAC4	UniProtKB:P56524	Histone deacetylase 4	GO:0007399	nervous system development	GO:0008150|GO:0048731|GO:0007275|GO:0007399|GO:0048856|GO:0032502|GO:0032501	biological_process|system development|multicellular organism development|nervous system development|anatomical structure development|developmental process|multicellular organismal process
MYCN	UniProtKB:P04198	N-myc proto-oncogene protein	GO:0048708	astrocyte differentiation	GO:0008150|GO:0048708|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048869|GO:0009987|GO:0007417|GO:0048731|GO:0042063|GO:0030154|GO:0032502|GO:0010001|GO:0032501	biological_process|astrocyte differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|cellular developmental process|cellular process|central nervous system development|system development|gliogenesis|cell differentiation|developmental process|glial cell differentiation|multicellular organismal process
STMN3	UniProtKB:Q9NZ72	Stathmin-3	GO:0007399	nervous system development	GO:0008150|GO:0048731|GO:0007275|GO:0007399|GO:0048856|GO:0032502|GO:0032501	biological_process|system development|multicellular organism development|nervous system development|anatomical structure development|developmental process|multicellular organismal process
STMN3	UniProtKB:Q9NZ72	Stathmin-3	GO:0031175	neuron projection development	GO:0008150|GO:0120036|GO:0031175|GO:0030182|GO:0007275|GO:0030030|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048666|GO:0048468|GO:0009987|GO:0048869|GO:0048731|GO:0030154|GO:0016043|GO:0071840|GO:0032502|GO:0032501	biological_process|plasma membrane bounded cell projection organization|neuron projection development|neuron differentiation|multicellular organism development|cell projection organization|anatomical structure development|nervous system development|neurogenesis|generation of neurons|neuron development|cell development|cellular process|cellular developmental process|system development|cell differentiation|cellular component organization|cellular component organization or biogenesis|developmental process|multicellular organismal process
STMN3	UniProtKB:Q9NZ72	Stathmin-3	GO:0031175	neuron projection development	GO:0008150|GO:0120036|GO:0031175|GO:0030182|GO:0007275|GO:0030030|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048666|GO:0048468|GO:0009987|GO:0048869|GO:0048731|GO:0030154|GO:0016043|GO:0071840|GO:0032502|GO:0032501	biological_process|plasma membrane bounded cell projection organization|neuron projection development|neuron differentiation|multicellular organism development|cell projection organization|anatomical structure development|nervous system development|neurogenesis|generation of neurons|neuron development|cell development|cellular process|cellular developmental process|system development|cell differentiation|cellular component organization|cellular component organization or biogenesis|developmental process|multicellular organismal process
SOD2	UniProtKB:P04179	"Superoxide dismutase [Mn], mitochondrial"	GO:0048666	neuron development	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048666|GO:0048468|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|neuron development|cell development|generation of neurons|cellular developmental process|cellular process|system development|cell differentiation|developmental process|multicellular organismal process
CYP26C1	UniProtKB:Q6V0L0	Cytochrome P450 26C1	GO:0007417	central nervous system development	GO:0008150|GO:0007417|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0032502|GO:0032501	biological_process|central nervous system development|system development|multicellular organism development|anatomical structure development|nervous system development|developmental process|multicellular organismal process
NR3C1	UniProtKB:P04150	Glucocorticoid receptor	GO:0014004	microglia differentiation	GO:0014004|GO:0008150|GO:0007275|GO:0030097|GO:0007399|GO:0048856|GO:0022008|GO:0048468|GO:0002573|GO:0048869|GO:0009987|GO:0002521|GO:0007417|GO:0048731|GO:0042063|GO:0030154|GO:0030099|GO:0032502|GO:0010001|GO:0032501|GO:0030225	microglia differentiation|biological_process|multicellular organism development|hemopoiesis|nervous system development|anatomical structure development|neurogenesis|cell development|myeloid leukocyte differentiation|cellular developmental process|cellular process|leukocyte differentiation|central nervous system development|system development|gliogenesis|cell differentiation|myeloid cell differentiation|developmental process|glial cell differentiation|multicellular organismal process|macrophage differentiation
NR3C1	UniProtKB:P04150	Glucocorticoid receptor	GO:0048708	astrocyte differentiation	GO:0008150|GO:0048708|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048869|GO:0009987|GO:0007417|GO:0048731|GO:0042063|GO:0030154|GO:0032502|GO:0010001|GO:0032501	biological_process|astrocyte differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|cellular developmental process|cellular process|central nervous system development|system development|gliogenesis|cell differentiation|developmental process|glial cell differentiation|multicellular organismal process
CELSR1	UniProtKB:Q9NYQ6	Cadherin EGF LAG seven-pass G-type receptor 1	GO:0001764	neuron migration	GO:0008150|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0009987|GO:0048869|GO:0048870|GO:0001764|GO:0048731|GO:0030154|GO:0032502|GO:0016477|GO:0032501	biological_process|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular process|cellular developmental process|cell motility|neuron migration|system development|cell differentiation|developmental process|cell migration|multicellular organismal process
CELSR1	UniProtKB:Q9NYQ6	Cadherin EGF LAG seven-pass G-type receptor 1	GO:0001843	neural tube closure	GO:0009790|GO:0021915|GO:0043009|GO:0060562|GO:0007275|GO:0014020|GO:0009792|GO:0007399|GO:0048856|GO:0009653|GO:0060429|GO:0001841|GO:0001843|GO:0060606|GO:0035239|GO:0016331|GO:0032502|GO:0032501|GO:0008150|GO:0048729|GO:0035295|GO:0048646|GO:0009888|GO:0072175|GO:0048731|GO:0002009|GO:0048598|GO:0001838|GO:0035148	embryo development|neural tube development|chordate embryonic development|epithelial tube morphogenesis|multicellular organism development|primary neural tube formation|embryo development ending in birth or egg hatching|nervous system development|anatomical structure development|anatomical structure morphogenesis|epithelium development|neural tube formation|neural tube closure|tube closure|tube morphogenesis|morphogenesis of embryonic epithelium|developmental process|multicellular organismal process|biological_process|tissue morphogenesis|tube development|anatomical structure formation involved in morphogenesis|tissue development|epithelial tube formation|system development|morphogenesis of an epithelium|embryonic morphogenesis|embryonic epithelial tube formation|tube formation
CELSR1	UniProtKB:Q9NYQ6	Cadherin EGF LAG seven-pass G-type receptor 1	GO:0007417	central nervous system development	GO:0008150|GO:0007417|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0032502|GO:0032501	biological_process|central nervous system development|system development|multicellular organism development|anatomical structure development|nervous system development|developmental process|multicellular organismal process
SLC6A3	UniProtKB:Q01959	Sodium-dependent dopamine transporter	GO:0021984	adenohypophysis development	GO:0008150|GO:0060322|GO:0007275|GO:0021984|GO:0048856|GO:0007399|GO:0048513|GO:0021536|GO:0035270|GO:0007420|GO:0048732|GO:0021983|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|multicellular organism development|adenohypophysis development|anatomical structure development|nervous system development|animal organ development|diencephalon development|endocrine system development|brain development|gland development|pituitary gland development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
FAT4	UniProtKB:Q6V0I7	Protocadherin Fat 4	GO:0021987	cerebral cortex development	GO:0008150|GO:0060322|GO:0021537|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0021987|GO:0007420|GO:0021543|GO:0007417|GO:0030900|GO:0048731|GO:0032502|GO:0032501	biological_process|head development|telencephalon development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|cerebral cortex development|brain development|pallium development|central nervous system development|forebrain development|system development|developmental process|multicellular organismal process
